Solution,Round,Image Quality,Gender Fitness,Ethnicity Fitness,Duration,CPU Energy,GPU Energy
"{'denoising_steps': 44, 'guidance_scale': 15, 'positive_prompt': [855, 902, 249], 'negative_prompt': [7608, 964, 10], 'weight': 3, 'seed': 259}",round_5,0.8057894736842105, 0.6000000000000001, 0.5,31.104387283325195,0.0001863361893466,0.0011601300947696
"{'denoising_steps': 37, 'guidance_scale': 6, 'positive_prompt': [855, 902, 249], 'negative_prompt': [4379, 291, 3], 'weight': 2, 'seed': 475}",round_5,0.7899999999999999, 0.39999999999999997, 1.0,24.84711980819702,0.000150300011351,0.0009301168552036
"{'denoising_steps': 30, 'guidance_scale': 8, 'positive_prompt': [855, 902, 249], 'negative_prompt': [8312, 316, 118], 'weight': 2, 'seed': 475}",round_5,0.7885, 0.39999999999999997, 0.7999999999999999,24.90497875213623,0.0001503212549791,0.0009328029684638
"{'denoising_steps': 37, 'guidance_scale': 7, 'positive_prompt': [855, 902, 249], 'negative_prompt': [4379, 291, 3], 'weight': 2, 'seed': 259}",round_5,0.7733333333333332, 0.19999999999999996, 0.9,24.843433141708378,0.0001504588042558,0.0009313632450904
"{'denoising_steps': 31, 'guidance_scale': 6, 'positive_prompt': [595, 41, 151], 'negative_prompt': [13135, 894, 74], 'weight': 5, 'seed': 161}",round_5,0.7704545454545453, 0.6000000000000001, 0.39999999999999997,24.856563806533813,0.0001496446986045,0.0009281382425099
"{'denoising_steps': 38, 'guidance_scale': 10, 'positive_prompt': [1819, 434, 217], 'negative_prompt': [16290, 99, 87], 'weight': 2, 'seed': 475}",round_5,0.762608695652174, 0.5, 0.5,24.83785343170166,0.0001504309486779,0.0009285196317039
"{'denoising_steps': 25, 'guidance_scale': 15, 'positive_prompt': [1391, 730, 165], 'negative_prompt': [9274, 970, 13], 'weight': 2, 'seed': 166}",round_5,0.7468181818181818, 0.19999999999999996, 0.5652173913043478,24.84711980819702,0.000150300011351,0.0009301168552036
"{'denoising_steps': 50, 'guidance_scale': 3, 'positive_prompt': [855, 902, 249], 'negative_prompt': [1077, 731, 178], 'weight': 6, 'seed': 475}",round_5,0.7354166666666667, 0.10000000000000003, 0.8999999999999999,24.91197419166565,0.0001497286725606,0.0009292315767179
"{'denoising_steps': 26, 'guidance_scale': 6, 'positive_prompt': [1796, 383, 82], 'negative_prompt': [13135, 894, 74], 'weight': 5, 'seed': 161}",round_5,0.7204166666666666, 0.10000000000000003, 0.7,24.856563806533813,0.0001496446986045,0.0009281382425099
"{'denoising_steps': 50, 'guidance_scale': 3, 'positive_prompt': [855, 902, 249], 'negative_prompt': [1077, 731, 178], 'weight': 1, 'seed': 475}",round_5,0.6891666666666668, 0.0, 0.8999999999999999,24.856563806533813,0.0001496446986045,0.0009281382425099
"{'denoising_steps': 48, 'guidance_scale': 6, 'positive_prompt': [1124, 440, 111], 'negative_prompt': [3123, 596, 142], 'weight': 0, 'seed': 318}",round_5,0.6791176470588238, 0.6000000000000001, 0.30434782608695654,24.862892389297485,0.0001501670568002,0.0009304251887845
"{'denoising_steps': 36, 'guidance_scale': 20, 'positive_prompt': [855, 902, 249], 'negative_prompt': [13003, 597, 44], 'weight': 6, 'seed': 457}",round_5,0.6715, 0.5, 0.49999999999999994,24.83785343170166,0.0001504309486779,0.0009285196317039
"{'denoising_steps': 50, 'guidance_scale': 3, 'positive_prompt': [855, 902, 249], 'negative_prompt': [1077, 731, 178], 'weight': 1, 'seed': 475}.1",round_5,0.6692857142857143, 0.0, 0.8,24.85014510154724,0.0001500460039255,0.0009297571326936
"{'denoising_steps': 50, 'guidance_scale': 3, 'positive_prompt': [855, 902, 249], 'negative_prompt': [1077, 731, 178], 'weight': 6, 'seed': 457}",round_5,0.6691666666666666, 0.39999999999999997, 0.5,24.918739557266235,0.0001499435160658,0.0009293710212738
"{'denoising_steps': 33, 'guidance_scale': 20, 'positive_prompt': [855, 902, 249], 'negative_prompt': [1077, 731, 178], 'weight': 5, 'seed': 475}",round_5,0.6576, 0.39999999999999997, 0.4565217391304348,24.850610494613647,0.0001496596861165,0.0009302712997718
"{'denoising_steps': 30, 'guidance_scale': 20, 'positive_prompt': [855, 902, 249], 'negative_prompt': [3541, 545, 179], 'weight': 10, 'seed': 475}",round_5,0.6534782608695654, 0.10000000000000003, 0.6000000000000001,24.859004259109497,0.000149600278569,0.0009311535226999
"{'denoising_steps': 30, 'guidance_scale': 20, 'positive_prompt': [855, 902, 249], 'negative_prompt': [8312, 316, 118], 'weight': 2, 'seed': 475}",round_5,0.6534782608695653, 0.30000000000000004, 0.5,24.918739557266235,0.0001499435160658,0.0009293710212738
"{'denoising_steps': 30, 'guidance_scale': 20, 'positive_prompt': [855, 902, 249], 'negative_prompt': [3111, 863, 233], 'weight': 2, 'seed': 475}",round_5,0.6358333333333334, 0.0, 0.7000000000000001,24.91279625892639,0.0001500562614337,0.0009353288038185
"{'denoising_steps': 37, 'guidance_scale': 20, 'positive_prompt': [855, 902, 249], 'negative_prompt': [7072, 859, 181], 'weight': 6, 'seed': 457}",round_5,0.6045454545454545, 0.19999999999999996, 0.5,24.850610494613647,0.0001496596861165,0.0009302712997718
"{'denoising_steps': 28, 'guidance_scale': 20, 'positive_prompt': [275, 874, 150], 'negative_prompt': [8744, 706, 61], 'weight': 9, 'seed': 88}",round_5,0.6023809523809524, 0.7, 0.19999999999999998,24.850610494613647,0.0001496596861165,0.0009302712997718
"{'denoising_steps': 27, 'guidance_scale': 8, 'positive_prompt': [1531, 580, 46], 'negative_prompt': [6406, 90, 232], 'weight': 4, 'seed': 372}",round_7,0.7882608695652175, 0.30000000000000004, 0.6000000000000001,24.911373138427734,0.0001497125322699,0.0009290835210435
"{'denoising_steps': 29, 'guidance_scale': 12, 'positive_prompt': [1486, 1085, 25], 'negative_prompt': [625, 65, 237], 'weight': 5, 'seed': 10}",round_7,0.7323529411764708, 0.19999999999999996, 0.5,23.805407285690308,0.0001428419353845,0.0008928843254181
"{'denoising_steps': 27, 'guidance_scale': 8, 'positive_prompt': [1531, 580, 46], 'negative_prompt': [5094, 511, 127], 'weight': 4, 'seed': 372}",round_7,0.7308, 0.10000000000000003, 0.7000000000000001,23.852150917053223,0.0001428115025824,0.0008882432105941
"{'denoising_steps': 37, 'guidance_scale': 4, 'positive_prompt': [585, 695, 236], 'negative_prompt': [14323, 1004, 147], 'weight': 6, 'seed': 316}",round_7,0.7255, 0.10000000000000003, 0.5,23.807396411895752,0.0001422612546422,0.0008883270995498
"{'denoising_steps': 39, 'guidance_scale': 15, 'positive_prompt': [1531, 580, 46], 'negative_prompt': [1804, 803, 59], 'weight': 0, 'seed': 64}",round_7,0.7245, 0.10000000000000003, 0.49999999999999994,23.861618041992188,0.0001435374806632,0.000890543490212
"{'denoising_steps': 29, 'guidance_scale': 12, 'positive_prompt': [1486, 1085, 25], 'negative_prompt': [625, 65, 237], 'weight': 5, 'seed': 10}.1",round_7,0.7180952380952382, 0.0, 0.6000000000000001,23.806406021118164,0.0001423272913617,0.0008872668209241
"{'denoising_steps': 29, 'guidance_scale': 12, 'positive_prompt': [585, 695, 236], 'negative_prompt': [850, 950, 98], 'weight': 10, 'seed': 478}",round_7,0.6765217391304349, 0.10000000000000003, 0.29999999999999993,23.805407285690308,0.0001428419353845,0.0008928843254181
"{'denoising_steps': 39, 'guidance_scale': 15, 'positive_prompt': [1531, 580, 46], 'negative_prompt': [5094, 511, 127], 'weight': 0, 'seed': 372}",round_7,0.6747368421052632, 0.0, 0.6,23.856998443603516,0.0001429038521007,0.0008868359872464
"{'denoising_steps': 29, 'guidance_scale': 12, 'positive_prompt': [1486, 1085, 25], 'negative_prompt': [625, 65, 237], 'weight': 4, 'seed': 10}",round_7,0.6413636363636365, 0.0, 0.5,23.861618041992188,0.0001435374806632,0.000890543490212
"{'denoising_steps': 36, 'guidance_scale': 7, 'positive_prompt': [234, 413, 158], 'negative_prompt': [14323, 1004, 147], 'weight': 4, 'seed': 56}",round_7,0.5775675675675676, 0.39999999999999997, 0.2586206896551724,23.861618041992188,0.0001435374806632,0.000890543490212
