Solution,Image Quality,Gender Fitness,Ethnicity Fitness,CPU Energy,GPU Energy,Duration,Round
"{'denoising_steps': 31, 'guidance_scale': 17, 'positive_prompt': [762, 335, 181], 'negative_prompt': [14059, 343, 237], 'weight': 5}",0.76,1.0,0.7,0.00031372,0.000862505967782,23.77664887905121,round_2
"{'denoising_steps': 44, 'guidance_scale': 12, 'positive_prompt': [188, 1661, 139], 'negative_prompt': [11280, 98, 205], 'weight': 2}",0.75133333,1.0,0.5,0.00043688,0.0012051695752459,33.111547350883484,round_2
"{'denoising_steps': 37, 'guidance_scale': 1, 'positive_prompt': [139, 684, 56], 'negative_prompt': [6108, 453, 127], 'weight': 2}",0.74333333,1.0,0.5,0.00034329,0.0008354735850447,26.017799973487858,round_2
"{'denoising_steps': 31, 'guidance_scale': 1, 'positive_prompt': [2042, 466, 227], 'negative_prompt': [10273, 83, 77], 'weight': 5}",0.71583333,0.8,0.5,0.00028302,0.0006908131915389,21.450486421585083,round_2
"{'denoising_steps': 32, 'guidance_scale': 3, 'positive_prompt': [244, 480, 221], 'negative_prompt': [5203, 814, 121], 'weight': 5}",0.69,1.0,0.4,0.00031786,0.000874010004763,24.09023320674896,round_2
"{'denoising_steps': 44, 'guidance_scale': 5, 'positive_prompt': [1611, 1278, 36], 'negative_prompt': [13775, 710, 57], 'weight': 2}",0.853,1.0,0.5,0.0004377,0.0012040005465331,33.17331910133362,round_5
"{'denoising_steps': 39, 'guidance_scale': 8, 'positive_prompt': [338, 1352, 28], 'negative_prompt': [5322, 953, 117], 'weight': 5}",0.8425,1.0,0.5,0.00037896,0.0010465216705499,28.7211332321167,round_5
"{'denoising_steps': 39, 'guidance_scale': 3, 'positive_prompt': [1027, 946, 20], 'negative_prompt': [15560, 523, 137], 'weight': 2}",0.84,1.0,0.6,0.00037672,0.0010425704173888,28.55128300189972,round_5
"{'denoising_steps': 44, 'guidance_scale': 2, 'positive_prompt': [2046, 1482, 119], 'negative_prompt': [1203, 663, 104], 'weight': 2}",0.82307692,0.8,0.8,0.00042543,0.001179472610244,32.24316954612732,round_5
"{'denoising_steps': 39, 'guidance_scale': 8, 'positive_prompt': [1845, 362, 151], 'negative_prompt': [5322, 953, 117], 'weight': 5}",0.80769231,1.0,0.6,0.00037502,0.0010400352764718,28.42279887199402,round_5
"{'denoising_steps': 35, 'guidance_scale': 15, 'positive_prompt': [1986, 261, 87], 'negative_prompt': [13711, 699, 196], 'weight': 2}",0.79,1.0,0.5,0.00034094,0.0009435411714992,25.840041518211365,round_5
"{'denoising_steps': 32, 'guidance_scale': 17, 'positive_prompt': [1414, 612, 107], 'negative_prompt': [4995, 237, 179], 'weight': 2}",0.77272727,1.0,0.5,0.00031319,0.0008622004119818,23.73668801784515,round_5
"{'denoising_steps': 30, 'guidance_scale': 17, 'positive_prompt': [1543, 1748, 32], 'negative_prompt': [7122, 579, 136], 'weight': 4}",0.715,1.0,0.7,0.00029276,0.000811373287987,22.1883761882782,round_5
"{'denoising_steps': 49, 'guidance_scale': 9, 'positive_prompt': [1760, 1230, 196], 'negative_prompt': [13136, 474, 139], 'weight': 0}",0.67083333,1.0,0.4,0.00047355,0.0013142236902667,35.890283942222595,round_5
