Image Quality,Gender Fitness,Ethnicity Fitness,Duration,CPU Energy,GPU Energy
0.8990000000000002,0.8,0.6000000000000001,53.55639314651489,0.0007066406567891,0.0030892452491722
0.8950000000000001,0.0,0.8,57.33678936958313,0.0007565196106831,0.0032897720762603
0.8845454545454546,1.0,1.0,29.880565643310547,0.0003942549121048,0.0017141391490875
0.8471428571428571,0.1999999999999999,0.6,51.39370584487915,0.0006781054604384,0.0029273956752486
0.8463636363636364,0.6000000000000001,0.375,52.12113523483277,0.0006877030624283,0.0029534876405663
0.8,0.1999999999999999,0.1842105263157894,45.90009665489197,0.0006056198358535,0.0026313048828199
0.7758333333333333,0.6000000000000001,0.8999999999999999,31.04628324508667,0.0004096342598398,0.0017603525193923
0.7636363636363636,0.1999999999999999,0.6000000000000001,41.13983225822449,0.0005428109175629,0.0023867671871897
0.76125,1.0,0.7,37.54325079917908,0.0004953579925828,0.0021763475744096
0.7527272727272728,1.0,0.8999999999999999,30.18870186805725,0.0003983185945285,0.0017195599867578
0.7523076923076923,0.0,0.8,42.35634136199951,0.0005588638221224,0.0024405400079854
0.7486666666666667,0.1999999999999999,1.0,30.033159494400024,0.0003962665667136,0.0017147272051141
0.738,0.1999999999999999,0.4473684210526316,37.602417945861816,0.0004961391232079,0.0021495772752158
0.7126666666666668,0.8,0.6,35.77532720565796,0.0004720318741268,0.0020592285918259
0.7073684210526318,0.0,0.6000000000000001,41.925113916397095,0.0005531742263171,0.0023808616269103
0.69625,0.6000000000000001,0.7,31.28152084350586,0.000412738048368,0.0017668580801517
0.6788888888888889,0.6000000000000001,0.1999999999999999,37.616005420684814,0.0004963171535068,0.0021705656253399
0.6383999999999999,0.8,0.7,31.06460976600647,0.0004098759108119,0.0017749300310541
0.6276923076923077,0.1999999999999999,0.9,36.642423152923584,0.0004834720061884,0.002076858883707
0.621315789473684,0.1999999999999999,0.8999999999999999,33.53254222869873,0.0004424384241302,0.00192596681855
0.618125,0.3999999999999999,0.7999999999999999,28.51814579963684,0.0003762781899836,0.0013298399527599
0.6144736842105263,1.0,1.2999999999999998,22.97476363182068,0.0003031366628077,0.0010858669798041
0.5939130434782607,0.3999999999999999,0.6923076923076923,28.61937403678894,0.0003776138151685,0.0016226693536895
0.5815384615384616,0.3999999999999999,0.7,28.523255825042725,0.0003763458750314,0.0013357360685875
0.5444444444444444,0.3999999999999999,1.1,22.983185529708862,0.0003032476592395,0.0010777800288903
